PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Ultimate tensile strength (MPa)
-0.5796680395977254,-1.589729314805722,-1.535517740927508,-0.7581243519078599,0.16904946075103325,0.6401546193665313,0.5836398833189262,0.11133985306821431,-0.3696167188591236,0.6748117419761932,-1.253967420054921,0.3578600942725659,-0.8048307848041616,-0.2667356630629952,-0.05633198179396984,-0.9358787857022548,0.5462265290560485,466.0
-0.4370608957550253,-1.2239880562648746,-1.3188138243864782,-1.0816683738472932,0.200414441570036,0.9084558084542413,0.7250798330850291,-0.7584312914055656,-0.3168364823213629,-0.4623701918520851,-0.8316271396914172,-0.8672994267444972,-0.7726768363510663,0.08403709011161345,-0.117418826243227,-0.6778470754625951,0.7494304683806436,456.0
-0.7435644761470732,-1.5543722602642034,-1.4385543582442595,-0.47021685857972195,0.15248634794866328,0.8014900524690309,0.34147452743385626,0.20002712731685296,-0.6507223799360667,0.4961207142286432,-0.7064900209427886,0.5027419186099212,-0.6649675667131558,-0.2397753019491809,0.028683037522192315,-0.6950168199257767,0.3838213688000646,498.0
-0.6009573323043731,-1.188631001723356,-1.2218504417032297,-0.7937608805191554,0.18385132876766602,1.0697912415567408,0.48291447719995917,-0.669744017156927,-0.597942143398306,-0.6410612195996352,-0.28414974057928477,-0.7224176024071419,-0.6328136182600606,0.11099745122542773,-0.03240380692706485,-0.4369851096861169,0.5870253081246598,490.0
-0.9513175340885232,-1.4511824977873233,-1.2122455050239958,-0.0810044288119093,0.11515967789092892,0.9363192740642892,0.14359834368474483,0.2578365743555185,-0.9442392658278757,0.24264940508160487,-0.10226414887073348,0.703901978051973,-0.5744705803264721,-0.2437054185152372,0.18200650773656138,-0.3652193741602414,0.15515222792081595,551.0
-0.8087103902458228,-1.0854412392464758,-0.9955415884829657,-0.4045484507513428,0.14652465870993167,1.204620463151999,0.2850382934508477,-0.6119345701182615,-0.8914590292901149,-0.8945325287466737,0.32007613149277025,-0.52125754296509,-0.5423166318733769,0.10706733465937143,0.12091966328730422,-0.10718766392058143,0.3583561672454111,529.0
-1.0637647191564141,-1.3958935669308923,-1.1261892622873981,0.08301631365153991,0.11821337377522463,1.111040644604094,-0.19492552947840897,0.4589762855212745,-1.2831890870916096,0.08347403460208877,0.485654867584946,0.832755480066457,-0.3576641724126194,-0.1887351553993074,0.23727148634768966,-0.062458513310532246,-0.08535530066162919,588.0
-0.921157575313714,-1.0301523083900448,-0.9094853457463681,-0.2405277082878936,0.1495783545942274,1.3793418336918037,-0.053485579712306094,-0.4107948589525052,-1.230408850553849,-1.0537078992261897,0.9079951479484497,-0.3924040409506059,-0.32551022395952417,0.16203759777530125,0.17618464189843247,0.19557319692912764,0.11784863866296601,576.0
-0.6352130809337113,-1.6716001842912322,-1.6463890538497308,-0.7404599214083508,0.15262475140208825,0.8305303002367281,0.29660912543196377,-0.0038335800519023883,0.3823416619692588,0.5099431267235691,-1.157137586574463,0.6422505190441063,-0.6924434683429016,-0.34434101465969946,-0.045879368907452575,-0.6761354123858024,0.6001587273145209,484.0
-0.49260593709101125,-1.3058589257503848,-1.429685137308701,-1.0640039433477841,0.183989732221091,1.098831489324438,0.43804907519806663,-0.8736047245256823,0.4351218985070195,-0.6272388071047094,-0.7347973062109594,-0.5829090019729567,-0.6602895198898063,0.0064317385149091355,-0.10696621335670972,-0.4181037021461427,0.803362666639116,475.0
-0.7799514586476926,-1.6156344137527707,-1.516108581492978,-0.4824123621915981,0.13677603436360003,0.9501155933413632,0.09526574139982277,0.10170977891020953,0.05943588071705771,0.3485688157269688,-0.6601207670365989,0.7578639677898087,-0.5782132600546458,-0.3206741231009591,0.04097514229143431,-0.4327594555124573,0.42970698324438356,522.0
-0.6373443148049924,-1.2498931552119232,-1.2994046649519482,-0.8059563841310315,0.16814101518260277,1.218416782429073,0.2367056911659256,-0.7680613655635704,0.11221611725481846,-0.7886131181013099,-0.23778048667309518,-0.46729555322725436,-0.5460593116015505,0.03009863007364949,-0.020111702157822844,-0.17472774527279739,0.6329109225689787,506.0
-0.8638904884184746,-1.4612360135575622,-1.3106823814736603,-0.35047528101470593,0.13456003775242986,1.0721651094521616,-0.1956498262276934,0.3258312498425711,-0.30152048769783685,0.15359605237693116,-0.08374324835994248,0.9113961120659664,-0.3957091159543396,-0.28160431524487595,0.1400388629040676,-0.06462906706122444,0.0625981845584465,568.0
-0.7212833445757743,-1.0954947550167147,-1.0939784649326303,-0.6740193029541394,0.1659250185714326,1.3404662985398714,-0.05420987646159052,-0.5439398946312088,-0.2487402511600761,-0.9835858814513475,0.3385970320035613,-0.3137634089510966,-0.3635551675012444,0.06916843792973265,0.07895201845481044,0.19340264317843545,0.26580212388304164,536.0
-1.065520603827343,-1.454787583685257,-1.2306301377509081,-0.011407410693271475,0.11547162177579702,1.2784406404305737,-0.5116898655806436,0.42474713962323307,-0.5763350894293032,-0.05254368064392655,0.5538769139333407,1.0857300264006702,-0.21869372170155355,-0.2543552177397925,0.22638933570452982,0.23461584448299644,-0.0782126044337432,618.0
-0.9229134599846429,-1.0890463251444096,-1.0139262212098779,-0.334951432632705,0.14683660259479978,1.5467418295182835,-0.37024991581454075,-0.4450240048505467,-0.5235548528915425,-1.1897256144722048,0.9762171942968444,-0.139429494616393,-0.18653977324845833,0.0964175354348161,0.16530249125527266,0.4926475547226563,0.124991334890852,612.0
-0.628669413133532,-1.7494444690856237,-1.8216903711971195,-0.89008657877454,0.16275147146860694,1.047214779016169,-0.031202232882059828,-0.10575039105141439,1.212433934773821,0.4136310651747019,-1.119187525214471,0.8908248012850517,-0.48445824666724263,-0.3569033672447716,-0.09807435864705236,-0.5432821793375261,0.5867267136754197,497.0
-0.4860622692908319,-1.3837032105447762,-1.6049864546560897,-1.2136306007139734,0.19411645228760968,1.3155159681038788,0.1102377168840431,-0.9755215355251942,1.2652141713115816,-0.7235508686535768,-0.6968472448509673,-0.33433471973201134,-0.45230429821414747,-0.006130614070163035,-0.15916120309630952,-0.28525046909786633,0.7899306530000149,493.0
-0.7895416843628207,-1.6754516911719644,-1.6620133722226718,-0.5944624049993018,0.13853784246112266,1.1819180126275242,-0.25889912907380574,-0.005756710527766398,0.9414251175958773,0.20180290744294754,-0.5722126800859147,1.0617084739773204,-0.37547123994629245,-0.3560140826806231,0.01684469651092341,-0.22393927931893118,0.3891538719752294,541.0
-0.6469345405201206,-1.3097104326311169,-1.445309455681642,-0.9180064269387352,0.1699028232801254,1.450219201715234,-0.11745917930770287,-0.8755278550015463,0.9942053541336381,-0.9353790263853311,-0.14987239972241095,-0.1634510470397428,-0.34331729149319723,-0.005241329506014483,-0.04424214793833374,0.03409243092072875,0.5923578112998246,521.0
-0.9474323391760184,-1.569897853522689,-1.4611632624708093,-0.30900796953818,0.1164961152700895,1.295767464676666,-0.4537809885903855,0.0976502120326093,0.6033752816766286,0.003193434702635233,-0.028615354887318187,1.20821767915828,-0.2633860934689666,-0.33489144069965276,0.13512327205236402,0.0589585433574756,0.14557397357218832,569.0
