PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Elongation (%)
-0.1669902083128696,-1.7665865715220441,-1.3846273201417094,0.07651669226807756,-0.24275138520902656,-0.9767350577312597,0.7549528385541581,0.004078925485010619,-0.9592285988928,0.5312386328053997,0.2754279562479377,0.30526559290896776,-1.291244021256072,0.38095942782345454,-0.5836401949162086,-0.7212599266240481,-0.226131332211813,31.9
-0.14778204800997635,-1.3677247518600728,-1.159581150251575,0.031807816591560456,-0.47302899973233026,-1.0243985994100282,0.7549354379539056,0.729485549956583,-1.4115233824360802,-0.17306621027172442,-0.7291546494511248,-0.7205753510873123,-0.6108334532668462,0.5747307708621648,-0.5243266557839146,-0.23068325063747955,-0.538154311143364,35.2
-0.3392531705229921,-1.7450424332210477,-1.2527998588391065,0.11303314346041148,0.06248405901594631,-0.9867800733992116,0.5748901999089069,-0.32945641524110175,-0.8899201363025553,0.3499318231640179,0.5104947516028853,0.08708498696584241,-0.8223074947375871,0.178204867993083,-0.5696737611973245,-0.5147446559270462,0.23745910764663397,31.2
-0.3200450102200989,-1.3461806135590764,-1.0277536889489722,0.0683242677838944,-0.1677935555073573,-1.03444361507798,0.5748727993086543,0.39595020923047064,-1.3422149198458355,-0.3543730199131063,-0.4940878540961773,-0.9387559570304377,-0.14189692674836124,0.3719762110317933,-0.5103602220650305,-0.02416797994047766,-0.07456387128491719,31.0
-0.5755559524505769,-1.6519047250209704,-0.9862699256219526,0.1447912139747583,0.44637099673503655,-0.8952234822911673,0.4130019530661586,-0.6679898950929282,-0.7728682214660061,0.08481290717802722,0.7928072411729404,-0.16231040493850052,-0.3806843713032567,-0.03301859211289995,-0.576795952501199,-0.24166406192863835,0.7339848521749871,29.4
-0.5563477921476836,-1.253042905358999,-0.7612237557318182,0.10008233829824124,0.216093382211733,-0.9428870239699358,0.41298455246590604,0.05741672937864427,-1.2251630050092863,-0.6194919358990971,-0.2117753645261222,-1.1881513489347808,0.2997261966859692,0.16075275092581037,-0.517482413368905,0.24891261405793041,0.42196187324343604,31.6
-0.7073629123990768,-1.6019508083389384,-0.8682649046405567,0.17640162482433874,0.634207406428617,-0.9933527427599815,0.1646329243309301,-1.1401366038729543,-0.6882144230091782,-0.07643211530897971,1.01520957288197,-0.36098061085021277,0.17353852794208555,-0.26661298355402613,-0.48949941929508334,-0.007193861791773587,1.246849550156674,28.0
-0.6881547520961835,-1.2030889886769671,-0.6432187347504225,0.13169274914782164,0.4039297919053133,-1.04101628443875,0.16461552373067748,-0.41472997940138184,-1.1405092065524585,-0.780736958386104,0.010626967182907242,-1.386821554846493,0.8539490959313113,-0.07284164051531586,-0.4301858801627892,0.4833828141947951,0.9348265712251229,27.4
-0.19829451494507272,-1.867563504687268,-1.4973017343685662,0.07185900239747191,-0.14826087748172254,-1.2427322558177203,0.45410315432953374,0.5092550598350363,-0.41960191470637115,0.27111428038115126,0.47692735268967457,0.41722448916114985,-1.289022525218082,0.2777268051001885,-0.47251312697899406,-0.5043280804066981,-0.30728463285846797,32.6
-0.17908635464217953,-1.4687016850252967,-1.2722555644784317,0.027150126720954806,-0.3785384920050262,-1.2903957974964888,0.45408575372928117,1.2346616843066085,-0.8718966982496512,-0.43319056269597295,-0.5276552530093879,-0.6086164548351303,-0.6086119572288562,0.4714981481388988,-0.4131995878467,-0.013751404420129412,-0.619307611790019,34.2
-0.35808270694378597,-1.8212852662300296,-1.3370362134974652,0.1020505350848737,0.11524969501214669,-1.2148614341160908,0.3073578837690448,0.14217392226782108,-0.38245716877437785,0.11344504523451304,0.6790406906013996,0.21047346212768742,-0.8704268435710439,0.09729244180037253,-0.4551015609638046,-0.2990853090472162,0.11561764866236596,29.6
-0.3388745466408928,-1.4224234465680583,-1.111990043607331,0.0573416594083566,-0.11502791951115696,-1.2625249757948593,0.30734048316879226,0.8675805467393934,-0.8347519523176579,-0.5908597978426112,-0.32554191509766295,-0.8153674818685926,-0.19001627558181805,0.2910637848390828,-0.3957880218315106,0.19149136693935254,-0.19640533026918514,31.6
-0.4970307736581696,-1.6533165297196253,-1.0971437961062398,0.11746957338583404,0.24040270832011537,-1.2595428861193338,0.0839171100869475,-0.3779503906520293,-0.2642661205309535,-0.0928743647882695,0.8984406420289134,0.028036466556728437,-0.37702832813377496,-0.12285861779839374,-0.35859342577056263,-0.0469583514486855,0.634772227779538,28.6
-0.4778226133552763,-1.254454710057654,-0.8720976262161056,0.07276069770931697,0.010125093796811702,-1.3072064277981024,0.0838997094866949,0.3474562338195431,-0.7165609040742336,-0.7971792078653939,-0.1061419636701494,-0.9978044774395518,0.30338223985545093,0.07091272524031657,-0.2992798866382686,0.4436183245378832,0.32274924884798684,28.2
-0.6956971351089161,-1.670901757094998,-0.9805635712152448,0.16284143334251094,0.6134396171373324,-1.2956582878222882,-0.1547255348093207,-0.7291264513104566,-0.15579444622397295,-0.30430720416533474,1.1811927138973084,-0.21994113474580407,0.17574417806073725,-0.36853973717732047,-0.3279840828090306,0.2231054564189373,1.1484332614643145,26.0
-0.6764889748060228,-1.2720399374330267,-0.7555174013251105,0.11813255766599386,0.3831620026140289,-1.3433218295010567,-0.15474293540957332,-0.00371982683888427,-0.6080892297672531,-1.008612047242459,0.17661010819824585,-1.2457820787420844,0.856154746049963,-0.17476839413861012,-0.26867054367673654,0.713682132405506,0.8364102825327633,26.8
-0.17245223876326654,-1.9582913816864589,-1.6808844165202579,0.06175514212871508,-0.21187795966073777,-1.6387921348126002,0.1216047570145137,1.0645568857163012,0.11845681181051713,0.07416697052227658,0.6079420665808152,0.6166735591453939,-1.2270287528441657,0.19362248244312616,-0.3250650985952497,-0.42603006843175256,-0.35575439533226194,30.6
-0.1532440784603733,-1.5594295620244871,-1.4558382466301234,0.017046266452197964,-0.4421555741840415,-1.6864556764913687,0.12158735641426108,1.7899635101878737,-0.333837971732763,-0.6301378725548478,-0.39664053911824737,-0.4091673848508862,-0.5466181848549397,0.38739382548183643,-0.26575155946295564,0.06454660755481609,-0.667777374263813,33.6
-0.3551402816460464,-1.8918905642806805,-1.4862510273552751,0.09039867212425831,0.08934230317772893,-1.6103938158579285,-0.05644285463538366,0.7169631803184509,0.22955913194063626,-0.14706352296189162,0.8594340014603038,0.39860694657237633,-0.8079691615434956,-0.00977668797062528,-0.30106915865794637,-0.16286098453604828,0.08359032583716072,29.6
-0.3359321213431532,-1.4930287446187092,-1.2612048574651407,0.04568979644774121,-0.1409353113455747,-1.658057357536697,-0.056460255235636234,1.442369804790023,-0.22273565160264386,-0.851368366039016,-0.1451486042387588,-0.6272339974239038,-0.12755859355426974,0.18399465506808502,-0.24175561952565233,0.3277156914505204,-0.2284326530943904,31.8
-0.544487822747257,-1.7906940229816164,-1.2512969859135383,0.11721054469489593,0.3676130567716057,-1.5526718500127181,-0.2063777016924801,0.3268310186813165,0.2950502868194057,-0.34837635203389483,1.0835119013634376,0.18219193700127712,-0.37141662765674444,-0.20046532192103728,-0.28537412597033773,0.06000216479419479,0.5581323940251662,28.4
-0.5252796624443637,-1.391832203319645,-1.0262508160234038,0.07250166901837886,0.137335442248302,-1.6003353916914866,-0.20639510229273267,1.0522376431528888,-0.15724449672387444,-1.052681195111019,0.07892929566437501,-0.843649006995003,0.3089939403324814,-0.006693978882326979,-0.2260605868380437,0.5505788407807635,0.24610941509361517,30.2
-0.7252260379156583,-1.728807484605377,-1.0625750997118202,0.1508006209031747,0.6482592396427599,-1.5773729072546407,-0.45547053509242874,-0.17190215103613352,0.40677069381091135,-0.5645382057887829,1.353799826900241,-0.060682063039935764,0.1790323663856955,-0.45426484591286675,-0.20838171094027413,0.3831262110841094,1.0842261562596986,26.4
-0.7060178776127651,-1.3299456649434056,-0.837528929821686,0.10609174522665764,0.41798162511945625,-1.6250364489334093,-0.4554879356926813,0.5535044734354388,-0.045524089732368725,-1.268843048865907,0.34921722120117826,-1.086523007036216,0.8594429343749213,-0.2604935028741565,-0.14906817180798007,0.8737028870706781,0.7722031773281475,26.0
-0.14107317009572073,-2.1619940477754307,-2.034555313034993,0.03692480092036843,-0.28052501084178466,-2.4747532040392444,-0.6743735260752687,2.2137527842500577,1.4096582559063615,-0.44663746654534753,0.981685346102058,1.009525058875613,-1.1223942460004157,-0.043480093617804055,0.04622299029386526,-0.03342242263573317,-0.5122718847568447,30.6
-0.12186500979282751,-1.7631322281134594,-1.8095091431448587,-0.007784074756148673,-0.5108026253650885,-2.522416745718013,-0.6743909266755213,2.93915940872163,0.9573634723630813,-1.1509423096224716,-0.02289725959700451,-0.016315885120666965,-0.44198367801118976,0.15029124942090627,0.10553652942615929,0.4571542533508355,-0.8242948636883958,32.2
-0.2965118365243637,-2.102461043252074,-1.8801688814865494,0.06479354200908782,-0.029228853517988596,-2.4795102086114325,-0.8390680261849052,1.8886755442802567,1.4919267916055674,-0.6303487204147467,1.1997391354946316,0.8162666450925778,-0.7084855760671754,-0.22862125358136215,0.06681747531396379,0.16374894615959318,-0.08254556421749597,30.6
-0.27730367622147045,-1.7035992235901025,-1.6551227115964149,0.020084666332570708,-0.25950646804129224,-2.527173750290201,-0.8390854267851577,2.614082168751829,1.0396320080622872,-1.3346535634918706,0.19515652979556897,-0.20957429890370222,-0.028075008077949604,-0.03484991054265188,0.12613101444625782,0.6543256221461619,-0.394568543149047,29.1
-0.5005231182366982,-1.996338833162778,-1.6385693250069033,0.09876488945250263,0.26719282854852755,-2.4504805110063352,-1.0302993931344313,1.3872545611213059,1.5460377999571355,-0.8402865148649188,1.451904274385328,0.5626288776657297,-0.15335811520449605,-0.460352579346753,0.09872128439901628,0.4083935076652728,0.4972713124502764,23.6
-0.48131495793380485,-1.5974770135008067,-1.4135231551167688,0.054056013775985526,0.036915214025223964,-2.4981440526851038,-1.030316793734684,2.1126611855928785,1.0937430164138555,-1.5445913579420427,0.44732166868626544,-0.46321206633055045,0.5270524527847298,-0.26658123630804276,0.15803482353131035,0.8989701836518417,0.1852483335187253,26.6
-0.6659556209734563,-2.00321681083044,-1.5453230664028963,0.13963041915720598,0.5619776310796132,-2.5028966818149736,-1.2359395992525335,1.0523601936998288,1.6077781536853168,-0.9995095723686457,1.6783569117909893,0.352061862509073,0.3718591188465761,-0.6725294528130398,0.12571410390115836,0.5953556309240529,0.9868425326220633,23.5
-0.646747460670563,-1.6043549911684685,-1.3202768965127618,0.09492154348068889,0.33170001655630965,-2.550560223493742,-1.2359569998527862,1.7777668181714013,1.1554833701420366,-1.7038144154457697,0.6737743060919267,-0.6737790814872071,1.0522696868358017,-0.47875810977432953,0.18502764303345245,1.0859323069106215,0.6748195536905123,26.4
-0.16582361898205122,-2.3705396012527764,-2.3664721297069113,0.032335837849119864,-0.2428431679997991,-3.2194494468042616,-1.3522094773536069,3.321729834245056,2.486812850356427,-0.8926277078913238,1.311428696212302,1.3366432421179548,-0.8995034034705983,-0.2505616816642278,0.30106544784703143,0.15699346293352306,-0.5028807191623851,30.4
-0.14661545867915798,-1.9716777815908055,-2.141425959816777,-0.012373037827397248,-0.47312078252310275,-3.26711298848303,-1.3522268779538595,4.047136458716628,2.0345180668131473,-1.5969325509684478,0.3068460905132395,0.3108022981216749,-0.21909283548137246,-0.05679033862551755,0.36037898697932547,0.6475701389200917,-0.8149036980939361,31.4
-0.3131074539981447,-2.307239621663156,-2.196940242257139,0.057668649882678905,-0.0032126480899086207,-3.185255004299164,-1.4925195782902467,2.9444278132630033,2.5354949707606163,-1.0569783377899018,1.5131540489262587,1.1349674154512073,-0.5244097278463158,-0.42547619189228414,0.3248672883758343,0.3814901171981119,-0.11311735771396328,27.6
