PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Reduction of Area (%)
0.7174377326410054,-1.946938376233976,1.0609548487872764,0.020153587880871612,-0.5059991225038756,-1.134065735590688,0.3306256549439112,0.22592604503928823,-0.6669070520439504,0.3958495224275462,0.08855713715144077,0.16288830021787304,-0.4794310810225725,-1.3945654947207233,-0.784621670754795,-0.7455249662517908,0.13529782532131493,80.6
0.5882497704012852,-1.5667870168788784,0.9380637896976841,-0.010947959506750999,-0.5814855916797232,-1.1219695189740408,0.65293447906477,1.0446132082578707,-0.9217392920423787,-0.3758165075968012,-0.7184577949053378,-0.8500628638818389,0.040158551079855054,-0.6817270273099267,-0.535955512581267,-0.659443891229697,-0.29072661830466495,80.6
0.5420661697287211,-1.977106331154882,0.9644229296476203,0.06687561702093012,-0.23597882860215502,-1.141649988921072,0.08527481409214008,-0.08047460275629828,-0.7618578937015847,0.30359279865460453,0.38374716851529683,0.010168300639700496,-0.377207894910805,-0.78487796989035,-0.6637802650355501,-0.528684412411077,0.2407531169831127,80.6
0.412878207489001,-1.5969549717997842,0.841531870558028,0.03577406963330751,-0.3114652977780028,-1.1295537723044249,0.40758363821299864,0.7382125604622842,-1.016690133700013,-0.4680732313697427,-0.4232677635414817,-1.0027828634600116,0.14238173719162256,-0.07203950247955292,-0.41511410686202177,-0.4426033373889832,-0.18527132664286716,80.6
0.2742391203868096,-1.9568299045028215,0.7735878086996507,0.11959806535552198,0.1574951496685051,-1.0553669798017082,-0.1171589997634756,-0.4185921544385912,-0.8358954722047974,0.14708057556498433,0.7357491702275375,-0.17162405766983355,-0.2798141568335388,-0.17521430681830116,-0.5783339752760468,-0.20379641475729682,0.3108625243527213,78.7
0.14505115814708947,-1.5766785451477239,0.6506967496100584,0.0884965179678994,0.08200868049265742,-1.043270763185061,0.20514982435738302,0.40009500877999127,-1.0907277122032257,-0.624585454459363,-0.07126576182924102,-1.1845752217695455,0.23977547526888882,0.5376241605924957,-0.3296678171025185,-0.117715339735203,-0.11516191927325858,78.8
0.11783073691852369,-1.937329520044281,0.6725301557986564,0.15273680292600733,0.2836638450161887,-1.126642576267466,-0.43890343298180906,-0.8226124646881484,-0.9674775031662314,0.08445261722696223,1.021352558707245,-0.29968661521431145,-0.14149452071029484,0.513539581121109,-0.38463327324265983,0.08717493883055516,0.4488259515037376,76.8
-0.01135722532119643,-1.5571781606891835,0.5496390967090641,0.12163525553838475,0.20817737584034088,-1.1145463596508187,-0.11659460886095041,-0.003925301469566003,-1.2223097431646595,-0.687213412797385,0.21433762665046635,-1.3126377793140236,0.37809511139213275,1.226378048531906,-0.13596711506913173,0.17325601385264894,0.0228015078777577,76.9
0.7236458996677497,-2.055022184022753,1.1233045002413773,0.011664270509324726,-0.470663252955588,-1.340943130048343,0.09842515026683338,0.5594833315651367,-0.0007977320824926332,0.1281327998284757,0.35899255857739937,0.2938683056307781,-0.5690714292613352,-1.27220795664503,-0.6127799252821615,-0.6383425250051058,-0.011117605059253577,79.3
0.5944579374280295,-1.6748708246676554,1.000413441151785,-0.01943727687829788,-0.5461497221314356,-1.3288469134316958,0.42073397438769194,1.3781704947837192,-0.255629972080921,-0.6435332301958716,-0.4480223734793791,-0.7190828584689339,-0.049481797158907645,-0.5593694892342334,-0.3641137671086333,-0.5522614499830121,-0.4371420486852335,80.6
