PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Charpy impact toughness (J)
-1.1079856360646103,-0.24466090169637597,-1.7037434716519784,-0.4457173870209266,0.8114752843519698,-0.23309588529543043,0.14248168792810728,-0.40576227424646244,0.047820792076396404,-1.1138342535416188,-1.817733405565044,-0.372383039131839,-0.3494009360709942,0.10132936226856216,-0.0857757220922266,-0.5360051449148204,-0.4899960333669042,100.0
-0.4092290587100677,-0.8422057993113091,-1.8190773480534064,-0.6888200547028913,1.2487343408903828,-0.15151372901310878,-0.2722979797219102,-0.26854179460539496,0.31852589858569585,-0.7140913071195234,-1.197254177894408,-1.0200901364034265,-0.558977267179878,0.2693716625559339,0.25349612223549495,0.3792467392945874,0.30653597601535176,100.0
-1.279439399611608,-0.005291515564657312,-1.6214603856493888,-0.46522935515021785,0.5026892474055386,-0.06424932730693561,0.08130194219022752,-0.6461027739872227,-0.29670089706547415,-1.0541665478593012,-1.1019573661133095,-0.5355981972681254,-0.40061690539759903,0.24999184805796154,-0.21399018959194305,-0.6215719885741973,-0.45071615432901535,100.0
-0.5806828222570657,-0.6028364131795905,-1.7367942620508168,-0.7083320228321826,0.9399483039439517,0.017332828975386013,-0.33347772545979,-0.5088822943461553,-0.025995790556174764,-0.6544236014372058,-0.4814781384426737,-1.183305294539713,-0.6101932365064828,0.4180341483453333,0.1252816547357785,0.2936798956352106,0.34581585505324064,100.0
-1.5172310618204423,0.25811349217747015,-1.466854875606559,-0.4806650468121025,0.10423759986236106,0.15737742677713176,-0.1283045747952169,-0.8793995280752598,-0.5281387136808975,-0.8227571504887083,-0.29451193438745193,-0.6108693279518899,-0.42100474540091487,0.30521284993405434,-0.31415899513690443,-0.6204866809766313,-0.4951853711747046,100.0
-0.8184744844658998,-0.33943140543746303,-1.582188752007987,-0.7237677144940671,0.5414966564007743,0.23895958305945336,-0.5430842424452343,-0.7421790484341924,-0.2574336071715982,-0.42301420406661333,0.3259672932831841,-1.2585764252234775,-0.6305810765097987,0.47325515022142617,0.02511284919081709,0.29476520323277666,0.30134663820755136,100.0
-1.6106485474931513,0.5458737689541042,-1.3827307736927579,-0.4626302674481109,-0.16640760560357057,0.35778374513368705,-0.19822434778088693,-1.1860906343041142,-0.9192829812334612,-0.7989997168714955,0.5068506873776437,-0.7456562750328425,-0.3954458280946315,0.4654806436313863,-0.47603384406518473,-0.8116834841549859,-0.3960426551564714,100.0
-0.911891970138609,-0.0516711286608289,-1.4980646500941859,-0.7057329351300754,0.2708514509348427,0.43936590141600873,-0.6130040154309043,-1.0488701546630472,-0.6485778747241615,-0.3992567704494004,1.1273299150482796,-1.39336337230443,-0.6050221592035153,0.633522943918758,-0.13676199973746314,0.10356840005442194,0.4004893542257845,100.0
-1.1093266505555546,-0.3487826837894937,-1.9388287884183948,-0.5471979200465225,1.0369924967060689,-0.6054292968508731,1.1202200947919845,-0.9177846051947545,-0.32427337074026924,0.2673464460702195,-1.8616926124861293,0.1136715793386636,-0.5902357019045756,0.0066325165971085065,-0.04560232255939935,-0.3297551138024045,-0.5190245717949222,100.0
-0.4105700732010121,-0.9463275814044269,-2.0541626648198226,-0.790300587728487,1.474251553244482,-0.5238471405685515,0.7054404271419673,-0.780564125553687,-0.05356826423096975,0.6670893924923147,-1.2412133848154934,-0.5340355179329236,-0.7998120330134594,0.17467481688448028,0.29366952176832223,0.5854967704070033,0.2775074375873337,100.0
-1.3099162953889893,-0.13495879520327972,-1.8053835057514276,-0.5394606164664308,0.7155344528779249,-0.4119245137756931,0.9741747072307878,-1.1539200727566907,-0.5876393569804474,0.43900844916397996,-1.1206579145276576,0.031754369892132636,-0.6000299044465284,0.07966014764873026,-0.15419435030291873,-0.3859360230707908,-0.5295930217398129,100.0
-0.611159718034447,-0.7325036928182128,-1.9207173821528556,-0.7825632841483954,1.152793509416338,-0.33034235749337143,0.5593950395807703,-1.0166995931156233,-0.31693425047114804,0.8387513955860753,-0.5001786868570218,-0.6159527273794546,-0.8096062355554121,0.24770244793610202,0.18507749402480284,0.529315861138617,0.26693898764244306,100.0
-1.4648338118917967,0.14356095737619923,-1.6735982172945956,-0.5432601114320519,0.37460970975528,-0.19235226982337886,0.7596267362451397,-1.3718030748178847,-0.8017340123246872,0.5633453813471696,-0.37899502828570075,-0.04442775083269916,-0.5764538849511076,0.1455590451746148,-0.2604996373240129,-0.4409113283991464,-0.5310011317530251,100.0
-0.7660772345372544,-0.45398394023873395,-1.7889320936960236,-0.7863627791140164,0.8118687662936931,-0.11077011354105723,0.3448470685951221,-1.2345825951768177,-0.5310289058153879,0.963088327769265,0.24148419938493532,-0.6921348481042864,-0.7860302160599913,0.31360134546198654,0.07877220700370867,0.47434055581026147,0.26553087762923083,100.0
-1.6689447280165919,0.3934093993778771,-1.5239861003142483,-0.4955477400535165,0.03433593946031495,0.04082788671268611,0.6226349112186131,-1.6795065525834167,-1.1821057891879856,0.6774399356279555,0.525295158671201,-0.1640273817627702,-0.5566785376406692,0.2794580406126617,-0.41026643249532874,-0.5754223569974384,-0.47778055776735373,100.0
-0.9701881506620496,-0.2041354982370561,-1.6393199767156763,-0.7386504077354812,0.4715949959987281,0.12241004299500774,0.20785524356859558,-1.5422860729423498,-0.9114006826786863,1.0771828820500506,1.145774386341837,-0.8117344790343574,-0.7662548687495531,0.44750034090003354,-0.07099458816760716,0.3398295272119696,0.31875145161490226,100.0
-1.069707842333297,-0.475693643978259,-2.1973460098273634,-0.6130990173406357,1.3470067815372886,-1.0235679431596794,2.255670861082066,-1.5597699539514984,-0.7747917232305459,1.8914705002415773,-1.8698154554116357,0.7343036860908125,-0.8022243916292586,-0.11499794122002313,-0.010652489341798646,-0.15195636641001295,-0.5154464066330936,100.0
-0.3709512649787546,-1.0732385415931922,-2.3126798862287914,-0.8562016850226002,1.7842658380757013,-0.941985786877358,1.8408911934320489,-1.4225494743104314,-0.5040866167212463,2.2912134466636727,-1.2493362277409998,0.08659658881922519,-1.0118007227381425,0.05304435906734856,0.32861935498592293,0.7632955177993949,0.2810856027491624,100.0
-1.2022521041680003,-0.23598721026033595,-2.105929568869626,-0.6296826151719088,1.0641006036955996,-0.8505970017108097,2.143628574827133,-1.784320881823318,-1.0347032783088994,1.996377583611914,-1.2042559782069775,0.6367857699136713,-0.8126906023516091,-0.02602419402480166,-0.1240732769538418,-0.2358964018331005,-0.5017429911753525,100.0
-0.5034955268134578,-0.8335321078752691,-2.221263445271054,-0.8727852828538734,1.5013596602340122,-0.7690148454284881,1.728848907177116,-1.647100402182251,-0.7639981717995998,2.3961205300340094,-0.5837767505363415,-0.010921327357916039,-1.0222669334604928,0.14201810626257008,0.2151985673738797,0.6793554823763074,0.2947890182069035,100.0
-1.3527710512935118,0.10988849658863607,-1.9703728592820668,-0.6340859225582991,0.6808362431076241,-0.5928509530285122,1.9218338258838574,-2.0569290622846714,-1.3361200551520525,2.0695191387918803,-0.3199579672622637,0.5120077964395843,-0.7824071747122129,0.0890062197814362,-0.26915391128833865,-0.34993882107476815,-0.4663890876834723,100.0
-0.6540144739389695,-0.48765640102629715,-2.085706735683495,-0.8771885902402636,1.1180952996460372,-0.5112687967461906,1.5070541582338397,-1.9197085826436044,-1.0654149486427529,2.469262085213976,0.3005212604083723,-0.13569930083200304,-0.9919835058210966,0.25704852006880796,0.0701179330393829,0.5653130631346396,0.3301429216987837,100.0
-1.5015257989627862,0.37365745943235595,-1.9202358936046897,-0.6600611345348588,0.3818450027555211,-0.4371981271082174,1.9264411302220485,-2.3198826018567993,-1.7505368740656673,2.074726258900892,0.4049696016153535,0.308908017165674,-0.849476767353396,0.2923261434506155,-0.4123343814211307,-0.45800728313136696,-0.3799289368410757,100.0
-0.9585299412947936,-0.401881334806697,-2.5322938202869487,-0.8007646703740643,1.54554101618757,-1.4113885709386038,3.3393860576586443,-2.1327661528406976,-1.2470124830969054,3.2115116401629216,-1.880683406540301,1.1589241667499288,-1.0803192773178465,-0.11698491567563149,-0.003659702762421016,0.031990142805063904,-0.4643452906440827,100.0
