PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,Yield strength (MPa)
-0.6296075426858101,-1.6761751612737656,0.6758196728005148,0.09256670867679437,-0.09239906504963494,-0.6877476852797983,-1.102127826305377,0.6642645521169154,0.8908766150243709,-0.14368600766288275,-0.4127902219328342,-1.0289973883929795,-0.297072751944894,0.1927563180705248,0.33499291424906985,-0.05509360134012482,0.6632553225567359,426.0
-0.5407010326664783,-1.9773140331405838,0.6604528603620355,-0.12038293700919009,-0.003422540730972986,-0.30138355613879864,-1.3458885266019343,-0.2880911836064894,0.04780809491343119,-0.021816826146831343,0.6194650853449685,-0.07366105356959332,-0.6858456179933348,-0.4141247465603171,-0.17278768337074207,0.28595327104380464,0.09241470890579136,509.0
-0.399148042196795,-1.5788906440086783,0.5476957590887092,-0.11963751409256812,-0.0947195735465033,-0.5122083398514036,-1.186907986632908,0.13732592863530727,0.844315939956691,-0.5437231414895978,-0.11225941005514946,-1.0587076142864853,0.11091597282997456,0.24259637000466572,0.12439184867626757,0.4353073512028194,0.5761390965046675,450.0
-0.36246261114113687,-2.0884877912098725,0.6251418966795989,-0.331253520089577,0.05379515081339485,0.09065122480345696,-1.4516520766102752,-0.6666144822979685,0.07807409186832504,-0.44112684366833377,0.9894801350551807,-0.15901006075976135,-0.27105340667924427,-0.4060518444069497,-0.27540180241985296,0.7079962042488088,0.23693301269846073,547.0
-0.2209096206714536,-1.6900644020779667,0.5123847954062724,-0.33050809717295504,-0.03750188200213546,-0.12017355890914802,-1.292671536641249,-0.2411973700561718,0.8745819369115849,-0.9630331590111002,0.2577556396550627,-1.1440566214766532,0.525708184144065,0.2506692721580331,0.021777729627156704,0.8573502844078236,0.7206574002973369,526.0
-1.003365402821836,-2.0937334277817805,0.9277203701372855,0.7653477148978272,0.13606787969004552,-0.708698645065511,-1.6290613988157925,1.0908755750026025,0.2485644416988062,0.25752916421381905,0.1321289066148642,0.5174980182888539,-1.3312176017098898,-0.4611213634240478,0.020263645414108432,-0.5799294682877563,0.16181488591549525,423.0
-0.8618124123521529,-1.6953100386498745,0.8149632688639591,0.7660931378144492,0.04477084687451521,-0.919523428778116,-1.4700808588467662,1.5162926872443991,1.0450722867420659,-0.2643771511289474,-0.5995955887852537,-0.4675485424280379,-0.5344560108865805,0.19559975314093497,0.317443177461118,-0.4305753881287414,0.6455392735143715,411.0
-0.7975938391221319,-2.1152688860004836,0.8396408919806219,0.5233125673590782,0.1528666387265215,-0.38769846632576294,-1.6496646532973809,0.7395779985732416,0.25641672266672566,-0.13686212215860427,0.44515143668026086,0.4450278722430151,-1.0176215512156241,-0.43921987036020244,-0.13779047618210608,-0.15989158384647367,0.21276861877952574,475.0
-0.6560408486524486,-1.716845496868578,0.7268837907072955,0.5240579902757002,0.0615696059109912,-0.5985232500383678,-1.4906841133283546,1.164995110815038,1.0529245677099857,-0.6587684375013708,-0.28657305871985705,-0.5400186884738766,-0.22085996039231495,0.21750124620478034,0.15938905586490357,-0.010537503687458932,0.6964930063784021,443.0
-0.5683480153541318,-2.107825851590148,0.7283377364498961,0.24049261140687123,0.14971860997867587,-0.0961928620815456,-1.634105615110041,0.34317183505935145,0.2632914258864667,-0.4927788871419085,0.7477508188332417,0.3485367407641373,-0.6900136669156968,-0.417400805914456,-0.2785390624813314,0.2635905805013817,0.20883659644653935,498.0
-0.42679502488444865,-1.709402462458242,0.6155806351765697,0.24123803432349322,0.058421577163145555,-0.30701764579415064,-1.4751250751410148,0.7685889473011481,1.0597992709297266,-1.0146852024846749,0.016026323433123855,-0.6365098199527544,0.10674792390761256,0.23932031065052684,0.018640469565678254,0.4129446606603964,0.6925609840454157,470.0
-0.3555750182990053,-2.1309004820690776,0.6393262428682639,0.006283929709634747,0.1799416188553516,0.2207964917776274,-1.7260680012409435,-0.16960108000359858,0.23439794258084767,-0.9241923279746415,1.0976153764348004,0.27980054170265556,-0.254834409084028,-0.37662863342006414,-0.4595247537289206,0.7587679842246482,0.2848063281346653,566.0
-0.21402202782932195,-1.732477092937172,0.5265691415949374,0.0070293526262567435,0.08864458603982127,0.009971708065022414,-1.5670874612719172,0.2558160322381981,1.0309057876241075,-1.446098643317408,0.36589088103468237,-0.7052460190142361,0.5419271817392812,0.28009248314491864,-0.16234522168191087,0.9081220643836629,0.7685307157335415,521.0
-1.097856626957113,-2.213297306530285,1.045396173069456,1.7132198665341947,0.47371208679430166,-0.5256108352419873,-2.4708395963331222,2.089291055276173,0.5337580336817015,-0.8097191464893153,0.36050710826363896,1.567832128659755,-1.1759830786835754,-0.3800348081787067,-0.38626482777395266,-0.4871537198738525,0.34325115361825526,466.0
-0.9563036364874299,-1.8148739173983792,0.9326390717961299,1.7139652894508166,0.38241505397877124,-0.7364356189545922,-2.3118590563640957,2.51470816751797,1.3302658787249615,-1.3316254618320815,-0.371217387136479,0.5827855679428633,-0.3792214878602662,0.27668630838627606,-0.08908529572694299,-0.3377996397148376,0.8269755412171316,431.0
-0.9222303627922298,-2.2317860632044257,0.9813886208417707,1.5085512472045457,0.4926135227508055,-0.2566904790477781,-2.51803527403572,1.754929844173223,0.5460295197746318,-1.147486986452733,0.6496009990124261,1.492850858294765,-0.8632614133565714,-0.3695030288305145,-0.5001215604198996,-0.11913012348472335,0.36877510763978455,489.0
-0.7806773723225466,-1.8333626740725197,0.8686315195684443,1.5092966701211676,0.4013164899352751,-0.4675152627603831,-2.3590547340666936,2.1803469564150197,1.3425373648178915,-1.6693933017954996,-0.08212349638769177,0.5078042975778733,-0.0664998225332621,0.2872180877344683,-0.20294202837289008,0.030223956674291383,0.8524994952386609,481.0
-0.6740463325362313,-2.2286459283761633,0.8710743294311809,1.2010436482550433,0.4965431024116791,0.058188359371178014,-2.5426422941086715,1.2408586825299057,0.5419877118550541,-1.5405885095163834,1.005414999896514,1.3711544571671919,-0.43797351387287686,-0.34632182967366404,-0.6429958948044036,0.37081445336228414,0.368151850361602,567.0
-0.5324933420665479,-1.8302225392442575,0.7583172281578545,1.2017890711716652,0.4052460695961487,-0.15263642434142696,-2.383661754139645,1.6662757947717024,1.3384955568983141,-2.0624948248591504,0.27369050449639604,0.3861078964503002,0.35878807695043236,0.3103992868913188,-0.345816362757394,0.5201685335212989,0.8518762379604783,530.0
-0.5217298519355014,-2.3165931294045268,0.847004930194255,1.0198606967969321,0.5442110492394653,0.3679733441680492,-2.6528032847024554,0.8741976862125254,0.5708472711783795,-1.8739410056167174,1.3283242490917873,1.2826581616567887,-0.039232647192213393,-0.3460536330409033,-0.6993624747349181,0.728939965820812,0.4602761735058487,621.0
-0.3801768614658181,-1.918169740272621,0.7342478289209287,1.020606119713554,0.45291401642393486,0.15714856045544423,-2.493822744733429,1.2996147984543218,1.3673551162216393,-2.395847320959484,0.5965997536916692,0.29761160093989697,0.7575289436310959,0.3106674835240795,-0.4021829426879085,0.8782940459798267,0.944000561104725,574.0
-1.1639583118220083,-2.3807267776288867,1.183067737427497,2.5039661150642263,0.782248787615805,-0.293826525775041,-3.2129759378308855,3.031967925718973,0.8817692053287755,-1.7252855621241254,0.627647018490369,2.4300780122090355,-0.9662007893448817,-0.36064508599002154,-0.6064268921492896,-0.44908237126228756,0.46686022582105124,479.0
-1.022405321352325,-1.982303388496981,1.0703106361541705,2.5047115379808482,0.6909517548002746,-0.5046513094876459,-3.053995397861859,3.4573850379607696,1.6782770503720355,-2.2471918774668924,-0.10407747690974893,1.4450314514921436,-0.1694391985215723,0.2960760305749613,-0.30924736010228,-0.2997282911032727,0.9505846134199275,482.0
-0.9910107766902677,-2.390627879074105,1.1071023891881357,2.275985834279713,0.7879220806660233,-0.04068305517620639,-3.224301789234061,2.656469144758764,0.8631228771803948,-2.025776805908529,0.8882212453581819,2.334362603547645,-0.6806073055795728,-0.33947098996396813,-0.7345039104802874,-0.08145261382442932,0.5087174114000543,525.0
-0.8494577862205845,-1.9922044899421991,0.9943452879148095,2.2767312571963347,0.696625047850493,-0.2515078388888114,-3.0653212492650344,3.0818862570005607,1.6596307222236546,-2.5476831212512954,0.1564967499580639,1.349316042830753,0.1161542852437365,0.3172501266010147,-0.4373243784332779,0.06790146633458542,0.9924417989989306,521.0
-0.7523592017774171,-2.395942131528375,0.9970082513951571,2.0038933210710224,0.8030797911984903,0.30568735222372817,-3.2505310502529188,2.2347416911215343,0.8595204884058033,-2.480229605239592,1.2385264572084977,2.2622362553431348,-0.3212345999651457,-0.30689890978731404,-0.9335182354392608,0.4099678320117131,0.552886434638634,621.0
-0.6108062113077337,-1.9975187423964693,0.8842511501218309,2.0046387439876443,0.7117827583829599,0.0948625685111232,-3.0915505102838923,2.660158803363331,1.656028333449063,-3.002135920582358,0.5068019618083798,1.2771896946262429,0.4755269908581635,0.34982220677766873,-0.6363387033922513,0.5593219121707279,1.03661082223751,584.0
-0.5273559083293069,-2.444469497537061,0.9061263395531303,1.6871886789380137,0.8077641827379084,0.6703700346084855,-3.212244947386033,1.8674082217258308,0.8878514393696458,-2.831799273777022,1.5660401876488275,2.1210107493147494,-0.0008440550430218463,-0.3015135372953611,-1.0391117766933977,0.8208552562769151,0.6074234752903713,692.0
-0.38580291785962373,-2.0460461084051556,0.7933692382798039,1.6879341018546357,0.716467149922378,0.45954525089588055,-3.0532644074170063,2.2928253339676274,1.6843592844129058,-3.353705589119788,0.8343156922487095,1.1359641885978575,0.7959175357802875,0.35520757926962165,-0.741932244646388,0.9702093364359299,1.0911478628892477,662.0
-0.06992246598873184,-1.249848141147658,0.692248231424458,-0.45973131921805954,0.15725373666456677,0.8324342360639443,-0.06331240938036756,-0.9758893605023663,0.6427855350093518,0.010560942666259872,-0.04047530044365376,-0.46355871540146687,1.08114736189079,0.21583575912594388,0.08635191194380903,-0.3095337771204764,0.08375790256723843,484.0
-0.6474013837903695,-1.2481821054552635,0.6674376453847995,-0.5183195713441413,-0.05726582750230198,0.29372703899348623,0.28611894648705405,-0.7005670222886946,0.7836689874721955,-0.19454230129789124,0.0992669712311344,-0.7657139614286025,1.0066273019481635,0.33995866810885444,-0.09647569746335152,0.1387617346949583,0.07123800421011663,471.0
-0.058266736560618405,-1.244589196443567,0.6935723386047992,-0.25304752024606914,0.2478120566018568,0.9429156577397727,-0.07532886179414208,-0.9087519731618874,0.518968560964787,0.23412785303025246,-0.12081740714999821,-0.5485102529075413,1.0516344601554346,0.32047577366539753,0.019979625180258274,-0.12327634321044406,0.07938047136988098,502.0
-0.635745654362256,-1.2429231607511724,0.6687617525651407,-0.3116357723721509,0.03329249243498811,0.40420846066931476,0.2741024940732795,-0.6334296349482157,0.6598520134276308,0.02902460906610141,0.01892486452478995,-0.8506654989346769,0.9771144002128082,0.44459868264830804,-0.16284798422690225,0.3250191686049907,0.06686057301275918,462.0
-0.09027903600979778,-1.171052491022319,0.726322574542045,0.04988400535186637,0.33415803511241876,0.8584409169116832,-0.21736130315281746,-0.8983270556547789,0.40709212695580754,0.5075338637455095,-0.22634537467830212,-0.578096791334779,1.1116405813638228,0.4044152599268067,0.02513713068711656,-0.0140377048907186,-0.06648237009516916,488.0
-0.6677579538114354,-1.1693864553299242,0.7015119885023865,-0.008704246774215454,0.11963847094555008,0.3197337198412252,0.13207005271460415,-0.6230047174411072,0.547975579418651,0.3024306197813585,-0.08660310300351397,-0.8802520373619147,1.0371205214211965,0.5285381689097173,-0.15769047872004396,0.43425780692471616,-0.07900226845229094,453.0
0.007830664073781357,-1.1309319102491628,0.6940320133401153,0.30842898597145085,0.49494358621673296,1.1688365729355494,-0.17575118118488034,-0.8106854873261367,0.2654752304636039,0.818323065567803,-0.22013143004732932,-0.6969380505509962,1.3017788117889557,0.5414154024047914,-0.059209505446184175,0.39799560660087924,-0.18506513389151286,504.0
-0.5696482537278562,-1.129265874556768,0.6692214273004569,0.2498407338453691,0.2804240220498641,0.6301293758650918,0.17368017468254132,-0.535363149112465,0.4063586829264475,0.6132198216036518,-0.08038915837254117,-0.9990932965781317,1.2272587518463294,0.6655383113877019,-0.24203711485334473,0.846291118416314,-0.19758503224863466,482.0
0.08398279529177538,-1.142336139282974,0.7675679944578068,0.9851810947770195,0.8379578442204055,1.6161824541421914,-0.2989459534762189,-0.5208585419512345,0.0389583824293564,1.5893526813936594,-0.3014809384490941,-1.028088628853019,1.5305939287458012,0.7768461863654486,-0.02068137610784499,0.9951378071075481,-0.4198426583254594,513.0
-0.49349612250986225,-1.1406701035905793,0.7427574084181483,0.9265928426509377,0.6234382800535367,1.0774752570717336,0.05048540239120275,-0.2455362037375628,0.17984183489220001,1.3842494374295082,-0.16173866677430604,-1.3302438748801548,1.4560738688031751,0.9009690953483591,-0.20350898551500554,1.4434333189229829,-0.4323625566825813,499.0
0.5018613528289187,-0.8906576236863311,0.6739587136342661,2.3427473023015675,1.5483415213921377,2.741961162035719,-0.23086277063216756,0.17579369342298423,-0.5157083718670042,3.2126164727992013,-0.45414680735536456,-1.6596532714518868,2.0586964153410086,1.385816432390993,-0.23002833804138956,2.6579289317546495,-1.2481763233888141,568.0
-0.0756175649727189,-0.8889915879939365,0.6491481275946077,2.2841590501754854,1.333821957225269,2.2032539649652607,0.11856858523525408,0.4511160316366559,-0.3748249194041606,3.00751322883505,-0.3144045356805765,-1.9618085174790227,1.9841763553983822,1.5099393413739033,-0.4128559474485501,3.1062244435700843,-1.2606962217459359,583.0
-0.8097527871405444,-1.24637385777549,0.20988638312425723,-0.6094729871413911,-0.16582030003572734,-0.169014848278982,0.023863570444987714,-0.9633773901515145,-0.4733064011176942,0.39193402025034574,0.5554482834443273,0.6854840038911753,0.555270789042105,-0.4104284860030028,-0.46657556283454066,0.17638427068433118,-0.13448310238643144,431.0
-0.6477377723476588,-1.1981609839197134,0.12216303773594592,-0.6743133030063498,-0.1916124172865311,-0.15518204999184243,0.09350528327276086,-0.8718779704110726,-0.46927866860946044,0.4233377292409043,0.5191526343497728,0.7663829167303172,0.3053116608945637,-0.4764509331463776,-0.5941525055177213,0.34225982787966497,-0.20905685081105158,444.0
-0.5168602657795001,-1.2717451845061123,0.05455939879698514,-0.879722316743868,-0.18649913548138125,0.22288189422097282,0.4182724399382617,-0.4428076255117724,-0.33959816686363087,0.4887400891731886,0.5582288547614924,0.8108980992126067,-0.056757665906929,-0.6843175212192019,-0.5581795062916826,0.4033891697356862,-0.18729792009728086,437.0
-0.21338948684612197,-1.3000813487748273,-0.07516309289085703,-1.1559958123289755,-0.20352237234827097,0.5849210206670082,0.6447843914691432,-0.15083874137282025,-0.20165026034417233,0.40538532159758756,0.665675509064736,0.7972904966472388,-0.47750044066931385,-0.8722031838670777,-0.636277590350016,0.6993708946880361,-0.269603429601253,437.0
0.15678650742153627,-1.3290797907755088,-0.252054962047095,-1.524431425783012,-0.19885955099488445,1.1680462902540776,1.013631171290233,0.2749462429167281,-0.03449284049820922,0.33911108942778484,0.8261547213735408,0.8686827408101511,-1.0158291807349926,-1.1981737258837308,-0.7255663564339693,1.1061307595723306,-0.3565622712812834,469.0
0.6202652229071699,-1.2647488014630992,-0.5422220883955636,-1.960620948933046,-0.1988962610355164,1.8574785177382067,1.5292527283453046,0.7430734034685453,0.09134618264453398,0.2783531486213241,0.9764791250012155,1.0972415665805555,-1.7009272249064686,-1.6137547374874148,-0.9484954127832993,1.6871994020310412,-0.4921051072527932,466.0
-0.8171759361893576,-1.3316150816635266,0.2987758769501237,-0.5742561483228044,-0.14177265886754659,-0.10030785999111864,0.016284623131125664,-0.7913336539015252,-0.560338737063852,0.4322711836262251,0.3518910189331037,0.6451003530679151,0.2540962653106003,-0.2089114668850685,-0.35216631255191133,-0.09093905351235933,-0.17086401771969578,468.0
-0.5320187162498691,-1.2670794138685388,0.13626826744473233,-0.8164555564300795,-0.16987089050829562,0.16242159559819402,0.22262839090269926,-0.7256328214237386,-0.5579882574800148,0.28571086741094265,0.42423625155440164,0.7291413817198454,0.012344125885720064,-0.2673041993070833,-0.5636858298094293,0.2368021367706077,-0.26357213338908286,478.0
-0.3375290536742921,-1.3280158963795246,0.04882498972165618,-1.0265315936022532,-0.1690957027585258,0.5116863896235795,0.479324900460776,-0.31705626434718104,-0.39043718244465775,0.3385621823708741,0.5066107087345824,0.7455333787479587,-0.41688648465380085,-0.5480397564744146,-0.5589469652643003,0.42677759820977584,-0.2775713535803275,485.0
0.0049444578772570025,-1.3319232382756607,-0.14387595424511682,-1.3990118323642073,-0.18905966976187433,1.0491011166322122,0.9450772332316327,0.20268200379786622,-0.20971992368934933,0.3199297170772791,0.613720220058851,0.846226216462859,-0.9598360305470525,-0.8496925625439069,-0.6366912734316287,0.7262630387553353,-0.3882397945108401,491.0
0.35885529444343606,-1.3849767909246733,-0.2975196700077126,-1.782598698294247,-0.18863545971472456,1.655518283954557,1.3592014019518992,0.7142325037386857,-0.024453547816938426,0.25962941517590876,0.740963189219497,0.8911071036030146,-1.5079041045103072,-1.1197668152135252,-0.6563061114238721,1.0071005929334853,-0.5015770432154671,485.0
0.6471502800551633,-1.371279587587577,-0.4712829153401629,-2.1145112710794094,-0.20596834806719339,2.1236509006445377,1.720077262506614,1.0627795636628612,0.12784934333555686,0.1628177409925901,0.8965872441473013,0.9328040856447708,-1.9076522756773073,-1.3844129127283147,-0.7561586218951181,1.3408070013892979,-0.5802698923005247,491.0
-0.6647164265679121,-1.2802644628570643,0.2943220692514586,-0.7444027783273841,-0.098679083657043,0.3037734705252809,0.034473339930038205,-0.99490424747582,-0.8472902069169398,-0.022149569320720215,0.2864875202604796,0.5884217995720957,0.07280645894301378,0.241727637665215,-0.4362349674446827,-0.08565232114856032,-0.3536496853498839,484.0
-0.6747819474411064,-1.2401208331428162,0.2738147353069917,-0.6224090529402292,-0.10271638206927279,0.0971990406567826,-0.0017075003048583615,-0.9715452421990642,-0.854530309815159,0.21597536908257114,0.20194311899515743,0.7667392070472522,0.06043453614953874,0.11838618748693847,-0.48337249250074954,-0.05295496215920446,-0.3529523206419332,442.0
-0.29858683543488673,-1.4317447152714031,0.17144942451991022,-1.0701821563264173,-0.12086970751170738,0.743483063022799,0.43888772778297513,-0.2952940111498135,-0.5537777981292964,0.17210893184801335,0.35260122127677274,0.6533310660860882,-0.5698506099105878,-0.15397635794481918,-0.4231368963488355,0.13752047576650933,-0.37154868432555976,481.0
-0.03813737462686814,-1.514207259467188,0.023840114995044574,-1.3575725567088812,-0.1446714592711564,1.1069492033282218,0.7405100004346604,0.14051424598505524,-0.255546117630763,0.226997940557164,0.5600036250621776,0.6336265204281483,-0.9545687624859666,-0.5973754738780629,-0.4560313248371109,0.49431111055282206,-0.32857053809198367,474.0
0.4024044956798851,-1.5258724579835974,-0.19622272193677595,-1.8060793738950283,-0.13951630883778207,1.819439967336963,1.2236355554144758,0.6429915871894325,-0.08938770206946534,0.14209390433702768,0.7280371758593889,0.7666285921320665,-1.5626360130350185,-0.9433601427106602,-0.5724145227404298,0.9458974286543993,-0.457745785844205,466.0
0.811646203022455,-1.514713287844265,-0.3891868888106938,-2.2002257414705246,-0.14666568384987436,2.4085140977653565,1.6129828934830606,1.0632759579875164,0.039031950740343935,0.013743947736841374,0.8468525646133475,0.839335538219341,-2.1445196252675043,-1.171750926110963,-0.6797905446229529,1.320582934045822,-0.6332002915918118,486.0
-0.4148631814575085,-1.2539809356265323,0.321931275469248,-0.8999952260514612,-0.06890481997699027,0.6201809466634121,0.016917274496693946,-1.0906893486499267,-1.1305503435583804,-0.3926908902120674,0.10124281000497734,0.5635354898850967,-0.2070075051045915,0.8027112837412891,-0.46143085888332597,-0.21159157399017253,-0.679193550121844,502.0
-0.6428215542794598,-1.2148688260794998,0.4005046732339061,-0.5791571060511369,-0.029594826957760393,0.3042782084809909,-0.021711978377123492,-1.0079049400186286,-1.2670608749053063,0.08205414686833452,-0.16963156360662845,0.9098039783613389,-0.17619962930591215,0.7266967130941953,-0.41459703935915915,-0.47395740184330015,-0.6172492252437101,452.0
-0.301637007545942,-1.316744322636266,0.25415203045881457,-1.0161941221901631,-0.043377140300390554,0.9386707752943074,0.47923749451719544,-0.4960875567137405,-1.0656337839226286,0.010466926685847868,-0.02856864380548678,0.95455624015542,-0.5483737286277234,0.5309274083269246,-0.4171752884289566,-0.28788216483626994,-0.665194818774387,467.0
0.20139908641821874,-1.3565285292343863,0.10251409749835927,-1.5133631414913755,-0.0012936604344407155,1.8591609414092618,0.9787780358713112,-0.07831118983022536,-1.1777902379745058,-0.2682608556480212,-0.07594456465227101,1.116263971761871,-1.2698081341534524,0.6719977063691083,-0.5254674443368758,-0.09065970796064089,-0.9023379543972236,514.0
0.4347047493567018,-1.4629727042427256,0.012621793603274565,-1.791559693491932,0.00669618071579265,2.297127645675466,1.22136799935377,0.3367905017298304,-0.884138823023706,-0.2575638446380984,0.16700044925348323,1.0604608913921465,-1.588428431229011,0.25623077150145457,-0.465896972758226,0.21348026512499774,-0.9012253555688592,522.0
0.7574994380996457,-1.3252054046526578,-0.22533134210667974,-2.025970286677903,0.021138332884346828,2.735820432283291,1.6464678500574734,0.7668013286164899,-0.836060074071299,-0.11607518904376106,0.18993210829071938,1.4478626260999978,-2.1552142675593413,-0.15545004597723483,-0.6455949602915068,0.6348576051598209,-1.0934874734259867,522.0
-0.06492154978950868,-1.5147868373096602,0.6346699743437575,-1.3433109283745952,0.1493824793089658,2.107966250903318,0.4645175071848662,-0.8028850773024138,-2.0765808746498435,-1.0975665350541266,-0.6857460184756541,0.7232945182728439,-0.9987148288482247,2.5443848970119323,-0.14524027905294531,-1.366929080855564,-1.198003447383519,535.0
-0.11525593556950228,-1.2724273447302434,0.5369397740315167,-1.2433251577667777,0.15800819130444,2.0003294195264236,0.5662284192329032,-0.8624499305774955,-2.190163150028494,-0.9628270483732021,-0.7597608757382359,1.0816314146374493,-0.8604116953404669,2.45770203547658,-0.2280801163265183,-1.3276024227342116,-1.396087859032369,522.0
0.07536454622304117,-1.3777970305065168,0.3883390451552978,-1.485906788117727,0.11053974947250776,2.211610155013853,0.95478935686229,-0.4045187055736866,-1.8599120784603809,-0.7218688153313769,-0.5823682619489577,1.1909160568984698,-0.9890305733507389,1.9791606047581372,-0.26529248902403907,-1.080652398150925,-1.2476728301391748,531.0
0.5043415836323333,-1.440444840629584,0.22115305101048854,-2.02199411958661,0.13072127742931666,3.125566520562112,1.543081936202162,0.10790305635243094,-1.797322366801871,-0.9545014876636994,-0.4771297767451257,1.2884526817708197,-1.5436591004472782,1.9126513614104965,-0.3175915471940651,-0.8568331211874047,-1.3924756023364582,538.0
0.7507667391521645,-1.4748336199218322,0.12805906777135126,-2.20926493681535,0.13516508760677676,3.429176961188702,1.714703241083942,0.4222560187988045,-1.680913792244418,-0.9321967706487334,-0.42217975026479504,1.3239504132715048,-1.9934543952374009,1.6884627269308148,-0.35268389280259077,-0.613125795039057,-1.4665780344342363,561.0
0.888482585300403,-1.490861849604095,0.03814120259720616,-2.379316703855502,0.1303788514726819,3.6859369022040744,1.9390208904102746,0.6954583037314056,-1.5416113751755511,-0.9005129382033964,-0.3232527281035109,1.3691295840359272,-2.2086904636066325,1.4514235132566284,-0.36113261412008946,-0.44503275018542365,-1.4858554532794,547.0
-4.280538110782922,2.8003842208455803,-0.784689053229816,1.2634146210588117,-0.4027110360410982,-1.4815954795807031,2.519420063067684,-0.13283855637488964,-1.1556549261658415,-1.8567498463541499,0.4648954330290644,-0.3277459385247349,0.966464140106934,-0.4759413377450042,0.42801121544406606,0.18720797763385902,-1.2910558027721162,542.0
-4.321005751142364,3.028276732589754,-0.7715849898688848,1.9946407299730193,-0.1593668682440666,-1.1439220446492908,2.913599863532912,-0.23694324462246752,-1.9627998006739147,-2.229443617404751,0.3235670308032635,-0.8573063875958762,0.5925727577639409,-0.8970544722507809,0.6192358051849268,0.17716732237453442,-0.5379897922844359,574.0
