Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (weight%),Titanium concentration (weight%),Nitrogen concentration (weight%),Aluminium concentration (weight%),Boron concentration (weight%),Niobium concentration (weight%),Tin concentration (weight%),Arsenic concentration (weight%),Antimony concentration (weight%),Heat input (kJmm-1),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Electrode positive or negative_+,Electrode positive or negative_-,Electrode positive or negative_0,Type of weld_FCA,Type of weld_GMAA,Type of weld_GTAA,Type of weld_MMA,Type of weld_NGGMA,Type of weld_NGSAW,Type of weld_SA,Type of weld_SAA,Type of weld_ShMA,Type of weld_TSA,Puissance (W)
-1.1101098752941647,0.012653480497127712,1.6940928390354766,-0.3148380380259706,0.05354952703722466,0.6084662554147767,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,,,,,8.0,24.0,68.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.1101098752941647,0.012653480497127712,1.6940928390354766,-0.3148380380259706,0.05354952703722466,0.6084662554147767,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.9646646760337163,-0.500420933496199,526.0,612.0,26.8,72.9,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.5705368362501617,-0.1652490708327061,-1.4994482047059052,-0.22562670950691982,-0.04869270946873234,1.6622710661360038,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,423.0,497.0,30.6,78.8,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.5705368362501617,-0.1652490708327061,-1.4994482047059052,-0.22562670950691982,-0.04869270946873234,1.6622710661360038,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-38.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.5705368362501617,-0.1652490708327061,-1.4994482047059052,-0.22562670950691982,-0.04869270946873234,1.6622710661360038,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.9646646760337163,-0.500420933496199,411.0,493.0,33.6,79.7,-40.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.3612518539974359,0.012653480497127712,-0.5309152652105681,-0.3148380380259706,0.00242840878424612,1.6804401145967147,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,475.0,541.0,29.6,77.9,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.3612518539974359,0.012653480497127712,-0.5309152652105681,-0.3148380380259706,0.00242840878424612,1.6804401145967147,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-55.0,100.0,,,20.0,42.0,38.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.3612518539974359,0.012653480497127712,-0.5309152652105681,-0.3148380380259706,0.00242840878424612,1.6804401145967147,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.9646646760337163,-0.500420933496199,443.0,521.0,31.8,77.8,-51.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.1101098752941647,0.19055603182696104,0.43761767428476916,-0.22562670950691982,0.00242840878424612,1.6077639207538712,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,498.0,569.0,28.4,78.8,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.1101098752941647,0.19055603182696104,0.43761767428476916,-0.22562670950691982,0.00242840878424612,1.6077639207538712,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-58.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.1101098752941647,0.19055603182696104,0.43761767428476916,-0.22562670950691982,0.00242840878424612,1.6077639207538712,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.9646646760337163,-0.500420933496199,470.0,557.0,30.2,76.0,-20.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.9426818894919842,0.19055603182696104,1.6417397071708637,-0.22562670950691982,-0.04869270946873234,1.6077639207538712,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,566.0,641.0,26.4,76.0,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.9426818894919842,0.19055603182696104,1.6417397071708637,-0.22562670950691982,-0.04869270946873234,1.6077639207538712,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-39.0,100.0,,,6.0,19.0,75.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-0.9426818894919842,0.19055603182696104,1.6417397071708637,-0.22562670950691982,-0.04869270946873234,1.6077639207538712,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.9646646760337163,-0.500420933496199,521.0,612.0,26.0,74.0,1.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.444965846898526,-0.254200346497623,-1.5256247706382116,-0.22562670950691982,-0.15093494597468934,4.006078317567698,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,466.0,538.0,30.6,77.8,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.444965846898526,-0.254200346497623,-1.5256247706382116,-0.22562670950691982,-0.15093494597468934,4.006078317567698,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-50.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.444965846898526,-0.254200346497623,-1.5256247706382116,-0.22562670950691982,-0.15093494597468934,4.006078317567698,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,0.9646646760337163,-0.500420933496199,431.0,518.0,32.2,76.9,-41.0,100.0,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.3193948575468908,-0.1652490708327061,-0.6356215289397938,-0.3148380380259706,0.00242840878424612,4.006078317567698,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-0.1915630852438562,1.4686728368860535,489.0,567.0,30.6,76.9,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
-1.3193948575468908,-0.1652490708327061,-0.6356215289397938,-0.3148380380259706,0.00242840878424612,4.006078317567698,-0.42745181015783823,-0.5635698626080055,-0.1469032581546355,-0.28992437709978525,-0.0552990427493049,-0.060795226756547104,-1.4718089227888351,-0.5480017419587789,-0.8784870541578019,-0.4817137434657648,-0.37593164262206175,-0.36314039830408695,-0.18443665462129077,-0.22617656914861312,-0.25629637773132824,-0.5400214989042548,-0.10714765849000296,-1.0674932074238355,-0.8286032285599076,,,,,-59.0,100.0,,,16.0,38.0,46.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.5277906572809166
